image_name,image_path,num_roots_detected,root_lengths_pixels,total_length_pixels,mean_length_pixels,confidence_scores,mean_confidence,directory
1.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/1.JPG,3,"[95.8406204335661, 86.42640687119285, 58.87005768508877]",241.13708498984772,80.37902832994924,"[0.9833252429962158, 0.9586586356163025, 0.7063400149345398]",0.8827746510505676,9975
10.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/10.JPG,5,"[67.11269837220806, 0.0, 62.384776310850214, 0.0, 53.69848480983496]",183.19595949289322,36.639191898578645,"[0.974371612071991, 0.9127863645553589, 0.8580732345581055, 0.8492482900619507, 0.8009758591651917]",0.8790910840034485,9975
11.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/11.JPG,5,"[100.91168824543152, 28.485281374238568, 37.79898987322331, 0.0, 78.97056274847715]",246.16652224137056,49.23330444827411,"[0.9601873755455017, 0.9363663196563721, 0.9077258706092834, 0.8707641959190369, 0.8563133478164673]",0.9062714576721191,9975
12.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/12.JPG,3,"[0.0, 182.26702730475924, 6.2426406871192865]",188.50966799187853,62.83655599729284,"[0.9891926646232605, 0.9638472199440002, 0.8157999515533447]",0.9229466319084167,9975
13.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/13.JPG,5,"[226.20815280171362, 0.0, 117.74011537017776, 0.0, 76.87005768508884]",420.81832585698027,84.16366517139605,"[0.921195924282074, 0.9033834934234619, 0.873734712600708, 0.7436547875404358, 0.7002198100090027]",0.8284376859664917,9975
14.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/14.JPG,3,"[287.2203461105338, 224.56854249492412, 104.91168824543155]",616.7005768508895,205.5668589502965,"[0.9757988452911377, 0.9458574056625366, 0.7806631922721863]",0.9007731080055237,9975
15.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/15.JPG,4,"[21.89949493661166, 241.80613254816058, 114.56854249492399, 0.0]",378.2741699796962,94.56854249492405,"[0.9465952515602112, 0.9253988265991211, 0.9016417264938354, 0.8301345705986023]",0.9009426236152649,9975
2.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/2.JPG,4,"[44.04163056034258, 0.0, 30.38477631085022, 132.95331880577433]",207.37972567696713,51.84493141924178,"[0.9371181130409241, 0.9244558811187744, 0.8830295205116272, 0.7422406077384949]",0.871711015701294,9975
3.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/3.JPG,3,"[91.69848480983507, 0.0, 0.0]",91.69848480983507,30.566161603278356,"[0.9263741374015808, 0.9162333011627197, 0.770713210105896]",0.8711069226264954,9975
4.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/4.JPG,2,"[0.0, 0.0]",0.0,0.0,"[0.9487518668174744, 0.861254096031189]",0.9050029516220093,9975
5.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/5.JPG,6,"[4.82842712474619, 0.0, 0.0, 199.39696961967033, 0.0, 0.0]",204.2253967444165,34.03756612406942,"[0.9740772247314453, 0.8817925453186035, 0.8581535220146179, 0.7919472455978394, 0.7352280616760254, 0.7270703315734863]",0.8280448317527771,9975
6.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/6.JPG,3,"[230.00714267493709, 103.49747468305844, 102.81118318204321]",436.3158005400387,145.4386001800129,"[0.9898597598075867, 0.9703580737113953, 0.8877065777778625]",0.9493081569671631,9975
7.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/7.JPG,3,"[0.0, 139.15432893255092, 0.0]",139.15432893255092,46.384776310850306,"[0.9708781838417053, 0.96204674243927, 0.9096304178237915]",0.947518527507782,9975
8.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/8.JPG,2,"[202.85281374238622, 20.97056274847714]",223.82337649086335,111.91168824543168,"[0.9764611721038818, 0.8263017535209656]",0.9013814926147461,9975
9.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9975/9.JPG,3,"[22.970562748477136, 0.0, 0.0]",22.970562748477136,7.656854249492379,"[0.9894760847091675, 0.9255053400993347, 0.8083114624023438]",0.9077642560005188,9975
