image_name,image_path,num_roots_detected,root_lengths_pixels,total_length_pixels,mean_length_pixels,confidence_scores,mean_confidence,directory
1.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/1.JPG,1,[76.04163056034264],76.04163056034264,76.04163056034264,[0.9665127992630005],0.9665127992630005,9985
10.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/10.JPG,5,"[22.970562748477132, 0.0, 24.48528137423856, 162.02438661763978, 0.0]",209.48023074035547,41.89604614807109,"[0.9849532842636108, 0.9664938449859619, 0.926941990852356, 0.8480737805366516, 0.7927656173706055]",0.9038456678390503,9985
11.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/11.JPG,2,"[63.45584412271568, 52.62741699796949]",116.08326112068517,58.04163056034258,"[0.9768865704536438, 0.863325834274292]",0.9201061725616455,9985
12.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/12.JPG,2,"[0.0, 206.308657865102]",206.308657865102,103.154328932551,"[0.9747732281684875, 0.7693362236022949]",0.8720546960830688,9985
13.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/13.JPG,2,"[2.8284271247461903, 84.66904755831216]",87.49747468305834,43.74873734152917,"[0.976897120475769, 0.9421829581260681]",0.9595400094985962,9985
14.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/14.JPG,5,"[468.516810666816, 0.0, 83.94112549695431, 48.284271247461874, 89.11269837220813]",689.8549057834404,137.97098115668808,"[0.9990652203559875, 0.9358626008033752, 0.8644986152648926, 0.8046950697898865, 0.7684658169746399]",0.874517560005188,9985
2.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/2.JPG,5,"[0.0, 79.01219330881979, 103.94112549695437, 0.0, 0.0]",182.95331880577416,36.59066376115483,"[0.9903712868690491, 0.9360461831092834, 0.8986690044403076, 0.8400406241416931, 0.7954875826835632]",0.8921229243278503,9985
3.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/3.JPG,6,"[0.0, 44.04163056034259, 0.0, 0.0, 0.0, 0.0]",44.04163056034259,7.340271760057099,"[0.9771761894226074, 0.9570618867874146, 0.8897219300270081, 0.7774102687835693, 0.7637151479721069, 0.7048203349113464]",0.8449842929840088,9985
4.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/4.JPG,2,"[0.0, 35.55634918610403]",35.55634918610403,17.778174593052015,"[0.9576374292373657, 0.9191982746124268]",0.9384178519248962,9985
5.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/5.JPG,6,"[111.01219330881986, 0.0, 0.0, 80.18376618407362, 0.0, 0.0]",191.19595949289348,31.86599324881558,"[0.9585438370704651, 0.9554791450500488, 0.9280567169189453, 0.9183574914932251, 0.7978743314743042, 0.7741686105728149]",0.8887466788291931,9985
6.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/6.JPG,4,"[322.2914139223992, 0.0, 0.0, 2.8284271247461903]",325.1198410471454,81.27996026178636,"[0.9950295090675354, 0.9556093215942383, 0.8903768658638, 0.861973762512207]",0.9257473349571228,9985
7.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/7.JPG,4,"[15.313708498984765, 0.0, 0.0, 0.0]",15.313708498984765,3.828427124746191,"[0.9862383604049683, 0.9658675789833069, 0.8633137941360474, 0.7849796414375305]",0.9000998139381409,9985
8.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/8.JPG,3,"[0.0, 77.9411254969543, 0.0]",77.9411254969543,25.980375165651434,"[0.9707277417182922, 0.9497291445732117, 0.9052942991256714]",0.9419171214103699,9985
9.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9985/9.JPG,3,"[338.75945135393533, 0.0, 105.98275605729708]",444.7422074112324,148.2474024704108,"[0.9812051057815552, 0.9805265069007874, 0.7990817427635193]",0.9202711582183838,9985
